"local","salary","department","tools","else_need","url"
"台北市中山區","待遇面議"," 不拘 "," 不拘 "," 未填寫 ","https://www.104.com.tw/job/5vv2u?jobsource=jolist_b_relevance"
"台北市信義區","待遇面議"," 不拘 "," 不拘 "," 1. 熟悉 Python, BigQuery, SQL(PostgreSQL, MSSQL)
2. 熟悉 Linux 服務、基礎網路概念
3. 熟悉 Linux 系統、Shell Script
4. 熟悉 GCP 
5. 熟悉 Oauth2 
6. 使用過 airflow, 雲端服務使用經驗
 ","https://www.104.com.tw/job/70zza?jobsource=jolist_b_relevance"
"台北市中山區","待遇面議"," 不拘 ","Linux、PHP、MySQL、HTML、JavaScript贊助提升專業能力"," 【公司福利】 
* 年終獎金 
* 端午節、中秋節禮盒
* 週休二日 
* 享勞健保 
* 按月提撥6%勞工退休金 
* 辦公室提供飲料及點心供同仁享用  ","https://www.104.com.tw/job/5bwie?jobsource=jolist_b_relevance"
"台北市中山區","待遇面議"," 不拘 ","Linux、Github、Jenkins、Git、C#、Java、Go、MySQL、AWS贊助提升專業能力","  
【Other Conditions】 :
-Please attached your portfolio link if any-

【Bonus Conditions (Not necessarily)】 :
1.	代碼重構 / Refactor
2.	設計模式 / Design pattern
3.	Docker
4.	MVC
5.	Linux 環境架設與程式佈署
Experience in Linux build environment establishing, software deployment 
6.	雲端佈署經驗 AWS, Azure, Linode, Digitial Ocean 
Cloud Deployment experience 
7.	有串接第三方金流、社群媒體、電商相關經驗
With experience in connecting third party payment, social media, e-commerce 
 ","https://www.104.com.tw/job/5vmmq?jobsource=jolist_b_relevance"
"台北市中正區","月薪35,000元以上"," 不拘 "," 不拘 "," 未填寫 ","https://www.104.com.tw/job/747n2?jobsource=jolist_b_relevance"
"台北市中山區","月薪35,000~70,000元"," 不拘 "," 不拘 "," 未填寫 ","https://www.104.com.tw/job/3x3i2?jobsource=jolist_b_relevance"
"台中市烏日區","待遇面議"," 不拘 ","Linux、Git、Python、Django贊助提升專業能力"," 加分條件:
1、後端開發經驗
2、Django Rest framework框架
3、RESTful API 設計及實作經驗與後端 API 開發經驗

Soft skills:
1、邏輯清晰，追求最佳自動化測試
2、溝通能力良好，能確保需求規格落地執行
3、積極主動，充滿好奇心、樂於學習新的技術
4、具備團隊合作精神
 ","https://www.104.com.tw/job/793ve?jobsource=jolist_b_relevance"
"台北市中正區","待遇面議"," 資訊工程相關、數理統計相關、其他數學及電算機科學相關 ","PHP、Python、Node.js贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/781uy?jobsource=jolist_b_relevance"
"新北市中和區","待遇面議"," 不拘 ","OOP、Git、ASP.NET、C#、PHP、MS SQL、MySQL、HTML、JavaScript贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/73p52?jobsource=jolist_b_relevance"
"台北市大同區","待遇面議"," 電機電子工程相關、資訊工程相關 ","Android、iOS、C、C++、Java、Python、Visual C#、MS SQL贊助提升專業能力"," 【個人特質】
- 願意與他人協同合作共同討論設計方向及問題，並有獨立開發能力
- 心態開放、善於溝通、勇於嘗試新的技術不斷追求進步
- 善解人意、有責任感、願意學習更多知識是必要條件 ","https://www.104.com.tw/job/6g0ga?jobsource=jolist_b_relevance"
"台北市內湖區","待遇面議"," 不拘 ","Node.js贊助提升專業能力"," 【Qualifications】
1.熟悉node.js，熟悉express.js或其他web應用架構。
2.熟悉typescript
3.理解RESTful API的路由設計風格
4.理解如何實作能負荷高併發之需求的網站 ","https://www.104.com.tw/job/6nujn?jobsource=jolist_b_relevance"
"台北市松山區","待遇面議"," 不拘 ","JavaScript、Node.js贊助提升專業能力"," Tools & Technologies
●	Environment: Node.js
●	Testing: Jest, Cypress
●	API: Apollo Graphql, TypeGraphQL, Express.js
●	Data: Sequelize, PostgreSQL
●	Deployment: AWS, Docker, Kubernetes
●	Caching: Redis
●	Others: Rx.js, TypeDI, JWT, Lodash, RabbitMQ
●	CI: Jenkins

Bonus
●	Knowledge of Java and/or Go language is a big plus
●	In-depth understanding of concurrency programming ","https://www.104.com.tw/job/75sf4?jobsource=jolist_b_relevance"
"台北市松山區","待遇面議"," 不拘 "," 不拘 "," 加分項目
1.	具備大型SOA架構或Microservice專案開發經驗。
2.	有 Google Cloud Platform 使用經驗。 
3.	Docker & Kubernetes使用經驗。
4.	具備購物網站/電子商務平台開發與維護經驗或有興趣者佳。 
5.	具有團隊領導主管經驗者，提升團隊綜合生產能力，培養高素質研發人才。 ","https://www.104.com.tw/job/6nqcs?jobsource=jolist_b_relevance"
"台北市信義區","年薪1,300,000~1,900,000元"," 不拘 ","Java、Python贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/78yjj?jobsource=jolist_b_relevance"
"新北市新店區","月薪50,000~130,000元"," 不拘 ","Python、MySQL贊助提升專業能力"," 必備
- 熟悉 Python、Django
- 熟悉 Linux 指令與操作
- 熟悉資料庫架構規劃與 ORM 開發
- 熟悉 SQL 資料庫 (MySQL, MariaDB 或 PostgreSQL)
- 具備良好 RESTful API 實務經驗
- 熟悉 Git 與 Git flow
- 具備高度責任感、主動積極、可承受多任務並行的工作壓力

加分 (請附連結或證明)
- 具備機器學習、深度學習、人工智慧相關實務經驗
- 雲端平台使用經驗如佈署、效能調校等 (AWS/Azure/GCP)
- 具備自然語言處理實務經驗 (請附連結或證明)
- 具備自動化單元測試、壓力測試等實務經驗
- 具備 Docker 實務經驗
- 效能調校經驗
- 具備 CI/CD 自動化整合佈署實務經驗
- 具備 SEO 實務經驗
- 具備 no-sql database 實務經驗
- 具備敏捷開發方法實務經驗
- 俱備任何前端相關框架開發經驗
- 相關專案/社群參與開發的經驗及成果
- 其他有助於團隊共同開發之能力 (例如溝通能力、自主學習能力、指導後學以及帶領團隊的經驗) ","https://www.104.com.tw/job/5psg4?jobsource=jolist_b_relevance"
"台中市北區","月薪35,000~60,000元"," 不拘 "," 不拘 "," 未填寫 ","https://www.104.com.tw/job/5k2x7?jobsource=jolist_b_relevance"
"台北市大安區","年薪550,000~800,000元"," 不拘 ","PostgreSQL、Node.js贊助提升專業能力"," Required Qualifications:

* Experience in Node.js and Express framework
* Experience in relational database (PostgreSQL)
* Experience in developing RESTful API
* Experience in using IaaS (preferred AWS)


Preferred Qualifications:

* Experience in in-memory database (Redis)
* Experience in Pub/Sub model and message queue
* Experience in writing unit tests


Others:

* Autonomous
* Teamwork
* Honesty
* Continuous learning
* Self reflection


 ","https://www.104.com.tw/job/6tnux?jobsource=jolist_b_relevance"
"台北市中山區","年薪560,000~1,120,000元"," 不拘 "," 不拘 "," # 能力需求

1. 熟悉 OOP
2. 撰寫 Unit Test
3. 關聯式資料庫
4. Unix-like 系統基本使用
5. 版本控制系統基本使用
6. HTTP 觀念
7. 英文基本閱讀能力
8. 學習新知與解決問題的能力
9. 團隊溝通合作

# 加分項目

1. 良好程式結構設計與撰寫能力
2. 使用 MVC framework 之開發經驗
3. NoSQL 資料庫使用經驗
4. CI/CD 經驗
5. API 串接與開發經驗
6. Git 使用經驗

# 我們用到什麼？

1. PHP 7.1+
2. MariaDB
3. MongoDB
4. Git
5. Linux
6. Yii PHP Framework Version 2
7. Laravel ","https://www.104.com.tw/job/71ehw?jobsource=jolist_b_relevance"
"台中市西屯區","月薪50,000~80,000元"," 不拘 "," 不拘 "," 1. 有成功的作品經驗
2. 具備高度調教Web效能之能力，包含使用多執行緒、平行運算、session、cache等技術
3. 具備MVC架構及PHP Framework使用經驗者佳 ","https://www.104.com.tw/job/6xs3f?jobsource=jolist_b_relevance"
"高雄市苓雅區","待遇面議"," 不拘 "," 不拘 "," 加分項目
1. 具備大型SOA架構或Microservice專案開發經驗。
2. 有 Google Cloud Platform 使用經驗。
3. Docker & Kubernetes使用經驗。
4. 具備購物網站/電子商務平台開發與維護經驗或有興趣者佳。
5. 具有團隊領導主管經驗者，提升團隊綜合生產能力，培養高素質研發人才。
 ","https://www.104.com.tw/job/74p59?jobsource=jolist_b_relevance"
"台中市西屯區","待遇面議"," 不拘 ","MySQL、JavaScript、Node.js贊助提升專業能力"," 1.成功的作品經驗
2.具備高度調教Web效能之能力，包含使用多執行緒、平行運算、session、cache等技術
3.具備MVC架構及PHP Framework使用經驗者佳
 ","https://www.104.com.tw/job/72pkj?jobsource=jolist_b_relevance"
"台中市西屯區","待遇面議"," 不拘 "," 不拘 "," 加分項目
1. 具備大型SOA架構或Microservice專案開發經驗。
2. 有 Google Cloud Platform 使用經驗。
3. Docker & Kubernetes使用經驗。
4. 具備購物網站/電子商務平台開發與維護經驗或有興趣者佳。
5. 具有團隊領導主管經驗者，提升團隊綜合生產能力，培養高素質研發人才。
 ","https://www.104.com.tw/job/7a9d3?jobsource=jolist_b_relevance"
"台北市中山區","待遇面議"," 資訊工程相關 ","AJAX、C#、C++、PHP、Python、JavaScript、jQuery、Node.js、D3.js贊助提升專業能力"," 需求
 - 熟悉後端開發語言如 node.js、Python、Java、PHP 等（node.js 尤佳）
 - 熟悉 RDBMS 如 MySQL、PostgreSQL 等（MySQL 尤佳）
 - 熟悉 html、javascript、css
 - 具備 Linux 系統的基本操作經驗
 加分
 - Redis / Memcached 的使用經驗
 - 雲端平台的使用經驗，如 GCP、AWS、Azure
 - 具備前端框架開發經驗，如 Vue、React、Angular 等
 - 具備 RWD 開發經驗
 - 熟悉 Git ","https://www.104.com.tw/job/52jym?jobsource=jolist_b_relevance"
"台北市內湖區","月薪30,000元以上"," 不拘 ","ASP.NET、C、C#、C++、Java、Python、Go、MySQL、J2EE、Node.js贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/6huch?jobsource=jolist_b_relevance"
"台中市西屯區","月薪30,000~80,000元"," 不拘 "," 不拘 "," 學習過Golang者尤佳 ","https://www.104.com.tw/job/744qa?jobsource=jolist_b_relevance"
"新北市新店區","月薪60,000元以上"," 資訊工程相關、其他數學及電算機科學相關 ","OOP、PHP、Go、JavaScript、Node.js贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/7ah9k?jobsource=jolist_b_relevance"
"高雄市前鎮區","月薪30,000~50,000元"," 資訊工程相關、資訊管理相關、其他數學及電算機科學相關 ","ASP.NET、C#、Node.js贊助提升專業能力"," 1.熟悉C#/ASP.Net、Node.js程式語言開發3年以上。
2.熟悉IIS架構設計與設定。
3.具資安檢測相關經驗。
4.具軟體版本控制(Git)及CI/CD觀念。
5.對FINTECH技術研究開發具相關經驗，有金融服務或代理支付領域工作經驗者尤佳。
6.對創新技術能主動學習並願接受培訓者優先錄取。 ","https://www.104.com.tw/job/70f15?jobsource=jolist_b_relevance"
"桃園市桃園區","月薪35,000~55,000元"," 不拘 ","Linux、Java、MySQL、HTTP贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/779y1?jobsource=jolist_b_relevance"
"台北市松山區","待遇面議"," 不拘 ","Linux、PHP、JavaScript贊助提升專業能力"," 【核心能力】

1. 喜歡團隊合作文化。
2. 擅長JavaScript，HTML，CSS。
3. 熟知元件測試、並善用版本管理工具。
4. 在乎使用者的體驗，並擁有數據分析意識。
5. 積極主動、自我成長。
 
【加分條件】

1. APP撰寫經驗。
2. 能洞察使用者體驗。
3. 能將需求具體的呈現。
4. 動態資訊儀表板建置經驗。
5. 簡潔編程風格，善用註解並考量架構性與維護性。 ","https://www.104.com.tw/job/78bs8?jobsource=jolist_b_relevance"
"台北市大安區","待遇面議"," 不拘 "," 不拘 "," 未填寫 ","https://www.104.com.tw/job/6lmh9?jobsource=jolist_b_relevance"
"台北市松山區","月薪70,000~100,000元"," 不拘 ","Git、Python、MySQL、CSS、Node.js、Django贊助提升專業能力"," 未填寫 ","https://www.104.com.tw/job/71lmv?jobsource=jolist_b_relevance"
"台中市北區","月薪36,000~45,000元"," 資訊管理相關、資訊工程相關 "," 不拘 "," 普通重型機車 ","https://www.104.com.tw/job/4zcmj?jobsource=jolist_b_relevance"
"台北市信義區","待遇面議"," 資訊工程相關、應用數學相關 ","Git、MS SQL、Node.js贊助提升專業能力"," 
Requirements
■ Familiar with Node.js, NPM, and Express Framework
■ Deep understanding of relevant technology including MongoDB, Redis, SQL, and file storage solutions.
■ Familiar with git.
■ Experiences on serverless architecture is a plus.
■ Knowledge of GCP is a plus.
■ Past experiences on FFMpeg is a plus.




 ","https://www.104.com.tw/job/79lrt?jobsource=jolist_b_relevance"
"高雄市三民區","月薪33,000元以上"," 數學及電算機科學學科類、工程學科類 ","Java贊助提升專業能力"," 1. 自我管理與時間掌握能力佳 
2. 主動積極、願意學習新事物 
3. 保持團隊與跨部門溝通合作

加分項目：
1. 熟悉 Linux 指令
2. 熟悉 SQL 語法
3. 使用過 AWS、GCP 等公有雲服務使用過 Git
 ","https://www.104.com.tw/job/6zubc?jobsource=jolist_b_relevance"
